Index,Hatch_Distance,Laser_Power,Scan_Speed,Layer_Thickness,ED,TE,Density
147,0.06601,200,885,0.025,136.9421,0.225988701,98.694
148,0.15629,191,1307,0.025,37.40128985,0.14613619,99.99
149,0.07837,329,1545,0.025,108.6869893,0.212944984,99.858
150,0.07124,184,621,0.025,166.3651299,0.296296296,96.307
151,0.12886,149,1231,0.025,37.57249885,0.121039805,99.977
152,0.09575,340,1184,0.025,119.9633053,0.287162162,99.717
153,0.1514,341,824,0.025,109.3355222,0.413834951,99.471
154,0.17903,127,857,0.025,33.10983974,0.148191365,98.315
155,0.13848,264,1352,0.025,56.40273605,0.195266272,99.985
156,0.16008,80,225,0.025,88.84446666,0.355555556,96.299
157,0.06029,88,989,0.025,59.03384736,0.088978766,98.643
158,0.15069,250,1032,0.025,64.30368625,0.242248062,99.997
159,0.1513,267,1021,0.025,69.13637149,0.261508325,99.996
160,0.13732,208,857,0.025,70.69825746,0.242707118,99.581
161,0.16768,195,1650,0.025,28.19222762,0.118181818,99.986
162,0.05424,240,1478,0.025,119.7504401,0.162381597,99.778
163,0.11301,305,1363,0.025,79.20399723,0.223771093,99.793
164,0.11509,213,565,0.025,131.0248155,0.37699115,97.41
165,0.12236,101,595,0.025,55.49130407,0.169747899,99.72
166,0.1723,91,1371,0.025,15.40914889,0.066374909,54.429
167,0.11253,249,762,0.025,116.1545023,0.326771654,98.576
168,0.18035,200,646,0.025,68.66593251,0.309597523,99.149
169,0.09571,170,1684,0.025,42.18999844,0.100950119,99.991
170,0.06554,116,1189,0.025,59.54285969,0.097560976,99.973
171,0.08842,237,1103,0.025,97.2035921,0.21486854,99.493
172,0.17553,299,556,0.025,122.5476635,0.537769784,98.321
173,0.18503,147,1232,0.025,25.79434293,0.119318182,98.912
174,0.08413,291,1163,0.025,118.9658677,0.250214961,99.52
175,0.10824,182,407,0.025,165.2529369,0.447174447,95.586
176,0.07572,258,1240,0.025,109.9125812,0.208064516,99.763
177,0.17809,77,1166,0.025,14.83244109,0.066037736,42.758
178,0.10103,339,1039,0.025,129.1795564,0.326275265,99.472
179,0.06281,130,1450,0.025,57.09611362,0.089655172,99.993
180,0.19263,281,582,0.025,100.2580843,0.482817869,98.413
181,0.0888,61,673,0.025,40.82834692,0.09063893,74.672
182,0.07474,251,935,0.025,143.6709649,0.268449198,99.268
183,0.19876,77,1058,0.025,14.64657436,0.072778828,42.231
184,0.15175,91,496,0.025,48.36052506,0.183467742,95.115
185,0.11778,55,602,0.025,31.02806121,0.091362126,33.381
186,0.1722,295,1410,0.025,48.59927019,0.209219858,100.0
187,0.15111,217,1179,0.025,48.7206097,0.184054283,99.992
188,0.06739,186,926,0.025,119.2247698,0.200863931,98.621
189,0.13186,81,217,0.025,113.2327891,0.373271889,98.468
190,0.14033,52,451,0.025,32.86519912,0.115299335,39.375
191,0.11318,121,465,0.025,91.96503049,0.260215054,99.38
192,0.07015,136,1025,0.025,75.65669384,0.132682927,99.965
193,0.12427,209,1205,0.025,55.82811086,0.173443983,99.93
194,0.1704,221,988,0.025,52.50803064,0.223684211,99.952
195,0.17219,175,1034,0.025,39.31602253,0.169245648,99.972
196,0.08826,149,1635,0.025,41.30138159,0.091131498,99.936
197,0.17365,187,757,0.025,56.9024454,0.247027741,99.528
198,0.08136,202,1542,0.025,64.40447541,0.130998703,99.889
199,0.06696,142,1036,0.025,81.87911414,0.137065637,99.07
200,0.14494,150,798,0.025,51.87523798,0.187969925,99.816
201,0.13127,87,822,0.025,32.25090761,0.105839416,88.024
202,0.18206,217,702,0.025,67.91537056,0.309116809,99.451
203,0.17415,126,1003,0.025,28.85400646,0.125623131,97.979
204,0.11237,298,1674,0.025,63.36806137,0.178016726,99.996
205,0.06981,184,1140,0.05,46.24079896,0.161403509,98.779
206,0.16281,313,1468,0.05,26.1919119,0.213215259,99.922
207,0.10991,167,1457,0.05,20.85689752,0.11461908,99.934
208,0.12811,183,546,0.05,52.32453909,0.335164835,96.347
209,0.10066,185,1515,0.05,24.26231099,0.122112211,99.911
210,0.17494,189,1074,0.05,20.11862966,0.175977654,99.787
211,0.18845,200,1679,0.05,12.64192337,0.119118523,98.257
212,0.17652,315,414,0.05,86.20774589,0.760869565,97.485
213,0.06003,112,365,0.05,102.231989,0.306849315,98.851
214,0.08576,204,409,0.05,116.3193811,0.498777506,93.355
215,0.08315,118,1339,0.05,21.19674486,0.088125467,99.33
216,0.10724,106,1551,0.05,12.74580465,0.068343005,93.857
217,0.14436,336,643,0.05,72.3954758,0.522550544,98.536
218,0.09305,140,1140,0.05,26.39591994,0.122807018,99.881
219,0.11362,69,340,0.05,35.72279114,0.202941176,88.01
220,0.10854,256,1395,0.05,33.81473094,0.183512545,99.981
221,0.14775,165,1700,0.05,13.13825022,0.097058824,93.664
222,0.19446,155,541,0.05,29.46687951,0.28650647,99.223
223,0.12288,163,892,0.05,29.74209408,0.182735426,99.931
224,0.08764,192,1386,0.05,31.61299373,0.138528139,99.927
225,0.11076,90,1631,0.05,9.96404309,0.055180871,55.245
226,0.17959,348,1349,0.05,28.72864478,0.257968866,99.988
227,0.18729,308,871,0.05,37.76138958,0.353616533,99.771
228,0.19405,285,761,0.05,38.5990443,0.374507227,99.122
229,0.16459,257,364,0.05,85.79427135,0.706043956,96.313
230,0.05295,247,1586,0.05,58.82444001,0.155737705,99.794
231,0.11897,321,652,0.05,82.76561963,0.492331288,98.525
232,0.05489,146,1189,0.05,44.74121421,0.122792262,99.67
233,0.10533,188,565,0.05,63.18111893,0.332743363,94.131
234,0.14506,121,940,0.05,17.74760847,0.128723404,88.241
235,0.11182,59,531,0.05,19.87320893,0.111111111,21.729
236,0.19282,249,1656,0.05,15.59613306,0.150362319,99.742
237,0.17463,317,668,0.05,54.34929831,0.474550898,98.96
238,0.11703,104,367,0.05,48.42839385,0.283378747,99.912
239,0.06973,87,1176,0.05,21.21887045,0.073979592,81.203
240,0.13704,80,868,0.05,13.45094843,0.092165899,47.278
241,0.10883,144,1572,0.05,16.83415482,0.091603053,97.862
242,0.05253,182,1045,0.05,66.30979609,0.174162679,98.466
243,0.06364,237,1148,0.05,64.87931899,0.206445993,97.978
244,0.08069,217,1147,0.05,46.8928465,0.189189189,99.706
245,0.17542,323,788,0.05,46.73338013,0.409898477,99.295
246,0.12237,318,1485,0.05,34.99900533,0.214141414,99.723
247,0.10776,140,1227,0.05,21.17658306,0.11409943,97.972
248,0.14951,187,689,0.05,36.30631228,0.271407837,99.295
249,0.11313,235,998,0.05,41.62838184,0.235470942,99.571
250,0.1291,317,1451,0.05,33.84508454,0.218470021,99.987
251,0.0629,139,459,0.05,96.29006169,0.302832244,93.609
252,0.06732,348,1524,0.05,67.83911369,0.228346457,99.776
253,0.13851,76,1546,0.05,7.098277426,0.04915912,
254,0.15111,210,1454,0.05,19.1157648,0.144429161,99.945
255,0.1113,177,762,0.05,41.74006551,0.232283465,98.433
256,0.19001,69,218,0.05,33.3154846,0.316513761,81.373
257,0.06237,78,1403,0.05,17.8275303,0.055595153,78.722
258,0.12482,314,1218,0.05,41.30743015,0.257799672,99.576
259,0.12301,315,681,0.05,75.20609155,0.462555066,98.166
260,0.1879,201,1441,0.05,14.84688321,0.139486468,98.893
261,0.1969,112,748,0.05,15.20900156,0.14973262,69.877
262,0.18529,248,1486,0.05,18.01403017,0.166890983,99.961
263,0.12919,204,1257,0.05,25.12441667,0.162291169,99.884
264,0.12914,170,935,0.05,28.158306,0.181818182,99.797
265,0.10126,265,1032,0.05,50.71754804,0.256782946,99.47
266,0.08589,306,946,0.05,75.32127848,0.32346723,99.025
267,0.17273,302,835,0.05,41.87768734,0.361676647,99.451
268,0.13942,176,988,0.05,25.55410297,0.178137652,99.931
269,0.18239,244,1582,0.05,16.91267563,0.154235145,99.689
270,0.17645,168,254,0.05,74.96937635,0.661417323,93.018
271,0.09361,343,1586,0.05,46.20603338,0.216267339,99.91
272,0.1821,233,1465,0.05,17.46780545,0.159044369,99.851
273,0.16023,289,1308,0.05,27.57885692,0.220948012,99.865
274,0.06993,341,1382,0.05,70.56881152,0.246743849,99.764
275,0.19939,63,371,0.05,17.03308298,0.169811321,37.082
276,0.13666,185,354,0.05,76.48161423,0.52259887,94.465
277,0.15381,122,757,0.05,20.95604752,0.161162483,90.014
278,0.18073,323,315,0.05,113.4727854,1.025396825,96.357
279,0.15669,283,788,0.05,45.84045642,0.359137056,99.101
280,0.10253,84,1536,0.05,10.66760948,0.0546875,49.384
281,0.06431,109,1472,0.05,23.02873987,0.074048913,99.122
282,0.15368,199,661,0.05,39.17998458,0.301059002,98.022
283,0.14143,344,627,0.05,77.58528433,0.548644338,98.148
284,0.12478,249,1655,0.05,24.11494986,0.150453172,99.969
285,0.17668,132,1090,0.05,13.70850322,0.121100917,88.063
286,0.13678,301,486,0.05,90.56025205,0.619341564,97.989
287,0.18346,279,1426,0.05,21.32913702,0.195652174,99.969
288,0.18201,201,918,0.05,24.05958446,0.218954248,99.844
289,0.18321,347,338,0.05,112.0710899,1.026627219,96.747
290,0.07515,252,910,0.05,73.69875633,0.276923077,98.924
291,0.18851,332,1382,0.05,25.48740634,0.240231548,99.968
292,0.08564,172,231,0.05,173.8880767,0.744588745,97.753
293,0.0501,217,1096,0.05,79.03900229,0.197992701,98.344
294,0.05065,216,998,0.05,85.46213849,0.216432866,99.362
295,0.15592,168,1283,0.05,16.79619062,0.130943102,99.36
296,0.16804,224,273,0.05,97.65684605,0.820512821,95.277
297,0.10103,150,1071,0.05,27.72563049,0.140056022,99.927
298,0.11265,207,473,0.05,77.6976716,0.437632135,95.249
299,0.08956,333,1106,0.05,67.23648749,0.301084991,99.195
300,0.09073,233,849,0.05,60.49609132,0.274440518,98.394
301,0.19888,318,1419,0.05,22.53635156,0.22410148,99.851
302,0.1651,92,926,0.05,12.03537878,0.099352052,52.38
303,0.07783,158,1648,0.05,24.63671757,0.095873786,99.839
304,0.08405,82,308,0.05,63.35128286,0.266233766,99.933
305,0.14966,317,367,0.05,115.4296696,0.863760218,96.618
306,0.1323,97,271,0.05,54.10938463,0.357933579,99.909
307,0.14238,280,648,0.05,60.69655365,0.432098765,97.99
308,0.15961,294,1166,0.05,31.59502316,0.252144082,99.942
309,0.09274,201,656,0.05,66.07773108,0.306402439,96.938
310,0.08538,63,1332,0.05,11.07924509,0.047297297,
311,0.16086,234,270,0.05,107.7541548,0.866666667,94.14
312,0.05917,160,988,0.05,54.73832004,0.16194332,94.813
313,0.10152,166,322,0.05,101.5618499,0.51552795,92.376
314,0.16396,284,525,0.05,65.98589668,0.540952381,97.77
315,0.19745,312,1653,0.05,19.11853445,0.188747731,99.935
316,0.08937,52,1069,0.05,10.88588836,0.048643592,
317,0.19529,65,937,0.05,7.104340298,0.069370331,
318,0.09924,69,653,0.05,21.2950738,0.105666156,64.501
319,0.09377,146,1172,0.05,26.56998589,0.124573379,99.945
320,0.12435,323,1500,0.05,34.63342715,0.215333333,99.954
321,0.14741,227,1513,0.05,20.35588453,0.150033047,99.968
322,0.18263,185,510,0.05,39.72459049,0.362745098,97.3
323,0.11348,256,1313,0.05,34.36259138,0.194973343,99.852
324,0.1615,101,322,0.05,38.84391285,0.313664596,99.508
325,0.13631,278,452,0.05,90.24198486,0.615044248,96.895
326,0.19808,195,958,0.05,20.55220724,0.203549061,93.233
327,0.06239,245,1057,0.05,74.30295864,0.231788079,99.94
328,0.14648,91,841,0.05,14.77396483,0.108204518,63.604
329,0.10834,60,613,0.05,18.0689094,0.097879282,
330,0.06928,250,690,0.05,104.5955083,0.362318841,97.802
331,0.17343,133,1252,0.05,12.25047938,0.106230032,66.69
332,0.11406,73,225,0.05,56.8901358,0.324444444,97.186
333,0.06205,220,1146,0.05,61.87657592,0.191972077,99.977
334,0.06793,344,623,0.05,162.5693903,0.552166934,98.587
335,0.16569,83,1054,0.05,9.505417114,0.078747628,
336,0.1622,286,1609,0.05,21.9174051,0.177750155,98.683
337,0.12672,56,678,0.05,13.03596436,0.08259587,
338,0.107,326,1320,0.05,46.16256018,0.246969697,
339,0.10946,55,832,0.05,12.07852535,0.066105769,
340,0.1673,114,960,0.05,14.19605499,0.11875,64.203
341,0.15212,290,1338,0.05,28.496109,0.216741405,99.973
342,0.05772,73,535,0.05,47.27948653,0.136448598,87.621
343,0.14367,150,342,0.05,61.05609957,0.438596491,95.364
344,0.19869,173,1315,0.05,13.24263278,0.131558935,75.802
345,0.14554,257,779,0.05,45.33600951,0.329910141,99.797
346,0.11465,207,1308,0.05,27.60695695,0.158256881,99.995
347,0.05297,331,1574,0.05,79.40050936,0.210292249,99.961
348,0.17756,161,1552,0.05,11.68473906,0.103737113,66.711
349,0.1316,237,961,0.05,37.47995534,0.246618106,99.985
350,0.0989,65,697,0.05,18.85880989,0.093256815,53.26
351,0.15624,199,1483,0.05,17.17709394,0.134187458,93.047
352,0.15267,53,336,0.05,20.66392811,0.157738095,
353,0.1176,210,887,0.05,40.26413271,0.2367531,99.947
354,0.10778,323,894,0.05,67.04352183,0.361297539,99.668
355,0.10475,350,1008,0.05,66.29541236,0.347222222,99.23
356,0.16414,203,1148,0.05,21.54615186,0.176829268,99.968
357,0.08884,141,1383,0.05,22.95188601,0.101952278,99.966
358,0.0787,185,1076,0.05,43.69328729,0.171933086,99.2
359,0.08516,310,784,0.05,92.86241505,0.395408163,97.787
360,0.08159,321,596,0.05,132.0236804,0.538590604,98.262
361,0.12074,294,1484,0.05,32.81649951,0.198113208,99.913
362,0.10727,166,641,0.05,48.28383683,0.258970359,96.085
363,0.17407,146,1382,0.05,12.13810469,0.105643994,94.538
364,0.08234,292,727,0.05,97.55905246,0.401650619,98.815
365,0.12679,302,1574,0.05,30.2654551,0.191867853,99.918
366,0.11403,286,514,0.05,97.59190274,0.556420233,97.073
367,0.06233,106,528,0.05,64.41764022,0.200757576,99.955
368,0.13819,167,516,0.05,46.84035181,0.323643411,96.264
369,0.0959,324,1003,0.05,67.36828098,0.323030907,99.284
370,0.09958,72,681,0.05,21.2345596,0.105726872,67.746
371,0.16433,149,446,0.05,40.65973559,0.334080717,98.162
372,0.15529,142,1014,0.05,18.03586164,0.140039448,97.142
373,0.1366,213,548,0.05,56.9086576,0.388686131,97.181
374,0.10229,140,858,0.05,31.90344377,0.163170163,99.914
375,0.10424,138,1597,0.05,16.5794364,0.086412023,78.792
376,0.06163,307,828,0.05,120.3222284,0.370772947,99.005
377,0.10974,299,928,0.05,58.72029813,0.322198276,99.875
378,0.11522,55,534,0.05,17.87819036,0.102996255,
379,0.11998,171,797,0.05,35.76505746,0.21455458,99.94
380,0.19643,264,537,0.05,50.05550188,0.491620112,98.523
381,0.15732,93,740,0.05,15.97707547,0.125675676,66.927
382,0.13088,118,406,0.05,44.41326316,0.290640394,99.512
383,0.13523,310,1463,0.05,31.3382193,0.21189337,99.619
384,0.17269,197,1181,0.05,19.318755,0.16680779,99.646
385,0.1208,276,878,0.05,52.04483398,0.314350797,98.929
386,0.14072,286,825,0.05,49.2704188,0.346666667,99.177
387,0.12907,147,909,0.05,25.05867694,0.161716172,99.618
388,0.17827,167,972,0.05,19.27533512,0.1718107,99.275
389,0.19506,110,834,0.05,13.52347836,0.131894484,67.705
390,0.14068,213,607,0.05,49.88713329,0.350906096,97.045
391,0.07469,316,1255,0.05,67.42343786,0.251792829,99.971
392,0.18711,350,1614,0.05,23.17915026,0.21685254,99.933
393,0.10713,321,422,0.05,142.0075622,0.760663507,97.445
394,0.09107,56,431,0.05,28.53418127,0.129930394,57.856
395,0.1301,130,644,0.05,31.03202983,0.201863354,99.549
396,0.17589,309,1446,0.05,24.29847587,0.213692946,99.734
397,0.09173,70,1223,0.05,12.47929885,0.057236304,
398,0.05995,275,716,0.05,128.1328481,0.384078212,98.5
399,0.06258,179,1610,0.05,35.53215859,0.111180124,99.988
400,0.11181,83,1200,0.05,12.37217899,0.069166667,47.087
401,0.19176,319,1693,0.05,19.65195222,0.188422918,96.962
402,0.19463,128,1179,0.05,11.15620221,0.108566582,54.542
403,0.18499,134,283,0.05,51.19176531,0.473498233,97.862
404,0.11086,77,1524,0.05,9.115088289,0.050524934,
405,0.11716,254,306,0.05,141.6977398,0.830065359,96.508
406,0.14555,303,823,0.05,50.58952238,0.368165249,99.857
407,0.18231,237,923,0.05,28.16865752,0.256771398,99.813
408,0.07798,136,1575,0.05,22.14650073,0.086349206,85.641
409,0.13836,58,908,0.075,6.155599112,0.063876652,
410,0.0845,317,889,0.075,56.2651562,0.356580427,99.29
411,0.19531,327,1099,0.075,20.3125439,0.297543221,99.25
412,0.19815,152,1004,0.075,10.18719302,0.151394422,59.632
413,0.08518,223,304,0.075,114.8239229,0.733552632,96.133
414,0.12708,91,1160,0.075,8.23085467,0.078448276,30.271
415,0.07175,258,758,0.075,63.2509906,0.340369393,98.348
416,0.08926,119,1558,0.075,11.40936206,0.076379974,60.252
417,0.11137,206,1243,0.075,19.84113941,0.165728077,99.92
418,0.12743,198,1194,0.075,17.35113612,0.165829146,95.467
419,0.08677,164,737,0.075,34.19365294,0.222523745,99.715
420,0.08456,275,300,0.075,144.5390518,0.916666667,98.947
421,0.05122,344,1400,0.075,63.96310965,0.245714286,99.912
422,0.12075,197,281,0.075,77.41257316,0.701067616,92.329
423,0.10319,346,406,0.075,110.1161933,0.852216749,97.7
424,0.13264,300,459,0.075,65.70112296,0.653594771,96.652
425,0.06365,102,273,0.075,78.26684967,0.373626374,99.937
426,0.15177,167,518,0.075,28.32301706,0.322393822,99.576
427,0.08631,262,1192,0.075,33.95491565,0.219798658,99.903
428,0.10975,115,288,0.075,48.5109255,0.399305556,99.851
429,0.09147,156,1013,0.075,22.44787372,0.153998026,99.83
430,0.15615,323,564,0.075,48.90127317,0.572695035,97.818
431,0.06731,155,1012,0.075,30.3396336,0.153162055,99.864
432,0.15982,161,255,0.075,52.67363693,0.631372549,93.081
433,0.09365,222,1620,0.075,19.51052316,0.137037037,99.95
434,0.09469,198,799,0.075,34.89418273,0.247809762,98.868
435,0.05336,165,731,0.075,56.40134789,0.225718194,97.422
436,0.16189,255,853,0.075,24.62123667,0.2989449,99.811
437,0.10328,340,559,0.075,78.52168607,0.60822898,98.301
438,0.14587,134,1615,0.075,7.58411702,0.082972136,49.138
439,0.10941,189,674,0.075,34.17304089,0.28041543,98.433
440,0.14945,320,1649,0.075,17.31299246,0.194057004,99.974
441,0.19398,192,1131,0.075,11.66864441,0.169761273,81.768
442,0.08147,161,745,0.075,35.36800991,0.216107383,98.869
